Clause,Term,Opinion,Category,Category Score,Polarity,Polarity Score,Original Sentence
the mobile app features are basic,mobile app,basic,Facility,0.8409177660942078,Positive,0.9981,"the mobile app features are basic, and the fitness center is clean"
and the fitness center is clean,fitness center,,Facility,0.8679870367050171,Positive,0.9995,"the mobile app features are basic, and the fitness center is clean"
the pool is well-kept,pool,well-kept,Facility,0.7570566534996033,Positive,0.9996,"the pool is well-kept, and the reservation management is straightforward"
and the reservation management is straightforward,reservation management,straightforward,Branding,0.6751065850257874,Positive,0.9985,"the pool is well-kept, and the reservation management is straightforward"
the payment process is efficient,payment process,efficient,Amenity,0.8269335031509399,Positive,0.9998,"the payment process is efficient, and the guest management is satisfactory"
the guest management is satisfactory,guest management,satisfactory,Amenity,0.8378192186355591,Positive,0.9998,"the payment process is efficient, and the guest management is satisfactory"
the breakfast service is punctual,breakfast service,punctual,Amenity,0.8998599648475647,Positive,0.8658,"the breakfast service is punctual, and the mobile app performance is stable"
the mobile app performance is stable,mobile app,stable,Facility,0.6520980000495911,Positive,0.9996,"the breakfast service is punctual, and the mobile app performance is stable"
the fitness center equipment is in good condition,equipment,"good condition, user-friendly",Amenity,0.8114571571350098,Positive,0.9991,"the fitness center equipment is in good condition, and the reservation system is user-friendly"
and the reservation system is user-friendly,reservation system,,Amenity,0.6424121260643005,Positive,0.9829,"the fitness center equipment is in good condition, and the reservation system is user-friendly"
the pool area is well-maintained,,well-maintained,Facility,0.6653410792350769,Positive,0.9998,"the pool area is well-maintained, and the payment system is straightforward"
the payment system is straightforward,,straightforward,Facility,0.671836793422699,Positive,0.9979,"the pool area is well-maintained, and the payment system is straightforward"
the mobile app is reliable,mobile app,reliable,Branding,0.5758166313171387,Positive,0.9996,"the mobile app is reliable, and the breakfast options are acceptable"
the breakfast options are acceptable,breakfast options,acceptable,Amenity,0.8123582601547241,Positive,0.9994,"the mobile app is reliable, and the breakfast options are acceptable"
the fitness center is available throughout the day,fitness center,available,Facility,0.6864559650421143,Positive,0.9984,"the fitness center is available throughout the day, and the guest management system is efficient"
the guest management system is efficient,guest management system,efficient,Facility,0.670898973941803,Positive,0.9998,"the fitness center is available throughout the day, and the guest management system is efficient"
the security features are functional,,functional,Facility,0.5839460492134094,Positive,0.9979,"the security features are functional, and the mobile app is straightforward to use"
the mobile app is straightforward to use,,straightforward,Facility,0.48046085238456726,Positive,0.9846,"the security features are functional, and the mobile app is straightforward to use"
the reservation process is smooth,reservation,smooth,Amenity,0.8346377015113831,Positive,0.9969,"the reservation process is smooth, and the pool area is well-kept"
the pool area is well-kept,,well-kept,Facility,0.8562185764312744,Positive,0.9996,"the reservation process is smooth, and the pool area is well-kept"
the payment system is user-friendly,payment system,user-friendly,Amenity,0.7415902018547058,Positive,0.8395,"the payment system is user-friendly, and the fitness center is clean"
and the fitness center is clean,fitness center,,Facility,0.8679859638214111,Positive,0.9995,"the payment system is user-friendly, and the fitness center is clean"
the breakfast quality is standard,"breakfast,quality",standard,Facility,0.6705505847930908,Positive,0.9945,"the breakfast quality is standard, and the security management is adequate"
the security management is adequate,"security,management",adequate,Amenity,0.5170764923095703,Positive,0.9997,"the breakfast quality is standard, and the security management is adequate"
the mobile app performance is acceptable,mobile app,acceptable,Facility,0.5752784609794617,Positive,0.9985,"the mobile app performance is acceptable, and the guest rooms are well-maintained"
the guest rooms are well-maintained,rooms,well-maintained,Facility,0.7773028016090393,Positive,0.9998,"the mobile app performance is acceptable, and the guest rooms are well-maintained"
the pool is clean,pool,clean,Facility,0.8498717546463013,Positive,0.9997,"the pool is clean, and the reservation system is efficient"
and the reservation system is efficient,reservation system,efficient,Facility,0.6437575817108154,Positive,0.9998,"the pool is clean, and the reservation system is efficient"
the fitness center is equipped with basic amenities,fitness center,basic,Amenity,0.7421061992645264,Positive,0.9993,"the fitness center is equipped with basic amenities, and the payment system is reliable"
and the payment system is reliable,payment system,reliable,Facility,0.7467168569564819,Positive,0.9998,"the fitness center is equipped with basic amenities, and the payment system is reliable"
the guest management system is user-friendly,guest management system,user-friendly,Amenity,0.6635426878929138,Positive,0.9884,"the guest management system is user-friendly, and the Wi-Fi connection is steady"
and the Wi-Fi connection is steady,Wi-Fi connection,,Facility,0.8684148788452148,Positive,0.9998,"the guest management system is user-friendly, and the Wi-Fi connection is steady"
the breakfast options are varied,breakfast,varied,Amenity,0.4744719862937927,Positive,0.9969,"the breakfast options are varied, and the security system is functional"
and the security system is functional,,functional,Facility,0.723732054233551,Positive,0.9987,"the breakfast options are varied, and the security system is functional"
the mobile app is responsive,mobile app,responsive,Branding,0.6673517823219299,Positive,0.9994,"the mobile app is responsive, and the pool maintenance is satisfactory"
the pool maintenance is satisfactory,pool maintenance,satisfactory,Amenity,0.8643488883972168,Positive,0.9997,"the mobile app is responsive, and the pool maintenance is satisfactory"
the fitness center is spacious,fitness center,spacious,Branding,0.7107542157173157,Positive,0.9998,"the fitness center is spacious, and the reservation system is straightforward"
and the reservation system is straightforward,reservation system,straightforward,Branding,0.45552366971969604,Positive,0.9988,"the fitness center is spacious, and the reservation system is straightforward"
the guest rooms are well-appointed,guest rooms,well-appointed,Amenity,0.8679205179214478,Positive,0.9998,"the guest rooms are well-appointed, and the breakfast service is punctual"
